scenario,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20,p21,p22,p23,p24,p25,p26,p27,p28,p29,p30,p31,p32,p33
128,17.37896331451344,17.37896331451344,50.85556214712706,0.0,5.709511954832262,89.01540144287593,203.42224858850824,203.42224858850824,23.78963314513443,89.01540144287593,17.37896331451344,36.16024238060433,36.16024238060433,17.37896331451344,36.16024238060433,36.16024238060433,100.0,100.0,113.12682606443018,113.12682606443018,5.709511954832262,5.709511954832262,5.709511954832262,5.709511954832262,89.01540144287593,23.78963314513443,23.78963314513443,23.78963314513443,23.78963314513443,23.78963314513443,89.01540144287593,350.0,197.0
129,17.75195127536341,20.0,57.84908641306397,0.0,6.604683060872187,98.40537335727389,231.3963456522559,231.3963456522559,27.519512753634114,98.40537335727389,17.75195127536341,41.829659385523854,41.829659385523854,17.75195127536341,41.829659385523854,41.829659385523854,57.84908641306397,57.84908641306397,125.06244081162917,125.06244081162917,6.604683060872187,6.604683060872187,6.604683060872187,6.604683060872187,98.40537335727389,27.519512753634114,27.519512753634114,27.519512753634114,27.519512753634114,27.519512753634114,98.40537335727389,231.97744195657913,197.0
130,17.75826461150446,17.75826461150446,57.967461465708595,0.0,6.619835067610699,98.56431159462474,231.86984586283438,231.86984586283438,27.582646115044582,98.56431159462474,17.75826461150446,41.92562209486776,41.92562209486776,17.75826461150446,41.92562209486776,41.92562209486776,57.967461465708595,57.967461465708595,125.26446756814266,125.26446756814266,6.619835067610699,6.619835067610699,6.619835067610699,6.619835067610699,98.56431159462474,27.582646115044582,27.582646115044582,27.582646115044582,27.582646115044582,50.0,146.5934922931417,232.30889210398408,125.26446756814266
131,20.0,20.0,100.0,0.0,12.0,155.0,400.0,400.0,50.0,155.0,20.0,76.0,76.0,20.0,76.0,76.0,100.0,100.0,197.0,197.0,12.0,12.0,12.0,12.0,155.0,50.0,50.0,50.0,50.0,50.0,155.0,340.0,197.0
132,17.62081421345884,17.62081421345884,55.39026650235326,0.0,7.241628426917681,95.10399782382632,221.56106600941305,221.56106600941305,26.208142134588407,95.10399782382632,17.62081421345884,39.83637604457438,39.83637604457438,17.62081421345884,39.83637604457438,39.83637604457438,55.39026650235326,55.39026650235326,120.8660548306829,120.8660548306829,6.289954112301217,6.289954112301217,6.289954112301217,6.289954112301217,95.10399782382632,26.208142134588407,26.208142134588407,26.208142134588407,26.208142134588407,50.0,146.07805330047066,225.09274620658914,197.0
133,17.31377330430423,17.31377330430423,49.63324945570434,0.0,5.553055930330155,87.37424293585903,198.53299782281735,198.53299782281735,23.137733043042314,87.37424293585903,17.31377330430423,76.0,76.0,17.31377330430423,76.0,76.0,49.63324945570434,49.63324945570434,111.04074573773539,111.04074573773539,5.553055930330155,5.553055930330155,5.553055930330155,5.553055930330155,87.37424293585903,23.137733043042314,23.137733043042314,23.137733043042314,23.137733043042314,50.0,144.92664989114087,208.97309847597217,197.0
134,19.0,18.0,35.0,0.0,8.0,152.0,390.0,390.0,45.0,150.0,19.0,75.0,75.0,18.0,75.0,75.0,98.0,98.0,195.0,195.0,12.0,12.0,12.0,12.0,150.0,50.0,50.0,50.0,50.0,50.0,155.0,340.0,190.0
135,17.669667126356305,17.669667126356305,56.30625861918073,0.0,6.407201103255133,96.33386990602,225.22503447672293,225.22503447672293,26.696671263563054,96.33386990602,17.669667126356305,40.57894032061584,40.57894032061584,17.669667126356305,40.57894032061584,40.57894032061584,56.30625861918073,56.30625861918073,122.42934804340177,122.42934804340177,6.407201103255133,6.407201103255133,6.407201103255133,6.407201103255133,96.33386990602,26.696671263563054,26.696671263563054,26.696671263563054,26.696671263563054,50.0,146.26125172383615,227.65752413370603,169.6185887346866
136,19.0,19.0,70.0,0.0,8.0,80.0,200.0,200.0,45.0,80.0,18.0,50.0,50.0,18.0,50.0,50.0,70.0,70.0,150.0,150.0,12.0,12.0,12.0,12.0,80.0,30.0,30.0,30.0,30.0,50.0,140.0,230.0,150.0
137,17.079475209034143,17.079475209034143,56.192128135512135,0.0,6.158950418068285,96.58950418068284,224.76851254204854,224.76851254204854,25.662293408617852,96.58950418068284,17.079475209034143,40.953702508409705,40.953702508409705,17.079475209034143,40.953702508409705,40.953702508409705,56.192128135512135,56.192128135512135,123.01337196219826,123.01337196219826,6.158950418068285,6.158950418068285,6.158950418068285,6.158950418068285,96.58950418068284,25.662293408617852,25.662293408617852,25.662293408617852,25.662293408617852,49.02649173634472,147.2119338907577,229.28497530674454,174.60930993592842
138,17.65390781584008,17.65390781584008,56.01077154700148,0.0,6.36937875801619,95.937129263774,224.04308618800593,224.04308618800593,26.539078158400795,95.937129263774,17.65390781584008,40.3393988007692,40.3393988007692,17.65390781584008,40.3393988007692,40.3393988007692,56.01077154700148,56.01077154700148,121.92505010688254,121.92505010688254,12.0,12.0,12.0,12.0,95.937129263774,26.539078158400795,26.539078158400795,26.539078158400795,26.539078158400795,50.0,146.2021543094003,226.83016033160416,197.0
139,17.943183259906398,17.943183259906398,61.43468612324498,0.0,7.0636398237753575,103.21963856814361,245.73874449297992,245.73874449297992,29.43183259906399,103.21963856814361,17.943183259906398,44.73638555057727,44.73638555057727,17.943183259906398,44.73638555057727,44.73638555057727,61.43468612324498,61.43468612324498,131.18186431700477,131.18186431700477,7.0636398237753575,7.0636398237753575,7.0636398237753575,7.0636398237753575,103.21963856814361,29.43183259906399,29.43183259906399,29.43183259906399,29.43183259906399,29.43183259906399,103.21963856814361,242.01712114508598,131.18186431700477
140,17.600886825562906,17.600886825562906,55.01662797930447,0.0,6.242128381350971,94.60232583354613,220.06651191721787,220.06651191721787,26.00886825562905,94.60232583354613,17.600886825562906,39.53347974855615,39.53347974855615,17.600886825562906,39.53347974855615,39.53347974855615,55.01662797930447,55.01662797930447,120.22837841801295,120.22837841801295,6.242128381350971,6.242128381350971,6.242128381350971,6.242128381350971,94.60232583354613,26.00886825562905,26.00886825562905,26.00886825562905,26.00886825562905,26.00886825562905,94.60232583354613,350.0,197.0
141,17.82570332115942,17.82570332115942,59.23193727173912,0.0,6.781687970782608,100.26208111018839,236.92774908695648,236.92774908695648,28.257033211594198,100.26208111018839,17.82570332115942,42.95069048162318,42.95069048162318,17.82570332115942,42.95069048162318,42.95069048162318,59.23193727173912,59.23193727173912,127.42250627710143,127.42250627710143,6.781687970782608,6.781687970782608,6.781687970782608,6.781687970782608,100.26208111018839,28.257033211594198,28.257033211594198,28.257033211594198,28.257033211594198,28.257033211594198,100.26208111018839,235.84942436086953,197.0
142,17.82570332115942,17.82570332115942,59.23193727173912,0.0,6.781687970782608,100.26208111018839,236.92774908695648,236.92774908695648,28.257033211594198,100.26208111018839,17.82570332115942,42.95069048162318,42.95069048162318,17.82570332115942,42.95069048162318,42.95069048162318,59.23193727173912,59.23193727173912,127.42250627710143,127.42250627710143,6.781687970782608,6.781687970782608,6.781687970782608,6.781687970782608,100.26208111018839,28.257033211594198,28.257033211594198,28.257033211594198,28.257033211594198,28.257033211594198,100.26208111018839,235.84942436086953,197.0
143,20.0,20.0,100.0,0.0,12.0,155.0,400.0,400.0,50.0,155.0,20.0,76.0,76.0,20.0,76.0,76.0,100.0,100.0,197.0,197.0,12.0,12.0,12.0,12.0,155.0,50.0,50.0,50.0,50.0,50.0,155.0,163.0,70.0
144,17.976796727396458,17.976796727396458,62.064938638683586,0.0,7.144312145751499,104.06585761220583,248.25975455473434,248.25975455473434,29.767967273964583,104.06585761220583,17.976796727396458,45.24731025642616,45.24731025642616,17.976796727396458,45.24731025642616,45.24731025642616,62.064938638683586,62.064938638683586,132.25749527668665,132.25749527668665,7.144312145751499,7.144312145751499,7.144312145751499,7.144312145751499,104.06585761220583,29.767967273964583,29.767967273964583,29.767967273964583,29.767967273964583,29.767967273964583,104.06585761220583,243.78182818831405,132.25749527668665
145,19.0,19.0,80.0,0.0,8.0,140.0,370.0,370.0,40.0,140.0,18.0,65.0,65.0,18.0,65.0,65.0,90.0,90.0,180.0,180.0,10.5,10.5,10.5,10.5,140.0,42.0,42.0,42.0,42.0,42.0,140.0,330.0,180.0
146,17.64009426253186,17.64009426253186,55.75176742247239,0.0,6.336226230076465,95.58937305923959,223.00706968988956,223.00706968988956,26.40094262531861,95.58937305923959,17.64009426253186,40.12943279048429,40.12943279048429,17.64009426253186,40.12943279048429,40.12943279048429,55.75176742247239,55.75176742247239,121.48301640101954,121.48301640101954,6.336226230076465,6.336226230076465,6.336226230076465,6.336226230076465,95.58937305923959,26.40094262531861,26.40094262531861,26.40094262531861,26.40094262531861,26.40094262531861,95.58937305923959,350.0,197.0
147,17.95696683601576,17.95696683601576,61.693128175295485,0.0,7.096720406437823,103.56664009669674,246.77251270118194,246.77251270118194,29.569668360157596,103.56664009669674,17.95696683601576,44.945895907439535,44.945895907439535,17.95696683601576,44.945895907439535,44.945895907439535,61.693128175295485,61.693128175295485,131.6229387525043,131.6229387525043,7.096720406437823,7.096720406437823,7.096720406437823,7.096720406437823,103.56664009669674,29.569668360157596,29.569668360157596,29.569668360157596,29.569668360157596,29.569668360157596,103.56664009669674,242.74075889082735,197.0
148,17.06725281447467,17.06725281447467,74.86216698121147,0.0,4.458650094363443,83.77613978009919,232.41444654140983,232.41444654140983,29.05180581767623,83.77613978009919,17.06725281447467,45.83460037745377,45.83460037745377,17.06725281447467,45.83460037745377,45.83460037745377,74.86216698121147,74.86216698121147,140.8588395913723,140.8588395913723,4.458650094363443,4.458650094363443,4.458650094363443,4.458650094363443,83.77613978009919,29.05180581767623,29.05180581767623,29.05180581767623,29.05180581767623,29.05180581767623,83.77613978009919,348.3241444654141,157.61739493723132
149,18.067354444707185,18.067354444707185,63.76289583825968,0.0,7.361650667297239,106.34564814550333,255.05158335303872,255.05158335303872,30.673544447071833,106.34564814550333,18.067354444707185,46.623787559549186,46.623787559549186,18.067354444707185,46.623787559549186,46.623787559549186,63.76289583825968,63.76289583825968,135.15534223062986,135.15534223062986,7.361650667297239,7.361650667297239,7.361650667297239,7.361650667297239,106.34564814550333,30.673544447071833,30.673544447071833,30.673544447071833,30.673544447071833,30.673544447071833,106.34564814550333,248.5361083471271,135.15534223062986
150,20.0,20.0,100.0,0.0,2.4,55.0,100.0,100.0,50.0,54.3,20.0,75.0,75.0,20.0,75.0,75.0,99.0,99.0,196.0,196.0,12.0,12.0,12.0,12.0,154.0,49.0,49.0,49.0,49.0,49.0,154.0,345.0,190.0
151,19.0,19.0,98.0,0.0,8.0,150.0,370.0,370.0,45.0,150.0,19.0,70.0,70.0,19.0,70.0,70.0,98.0,98.0,193.0,193.0,8.0,8.0,8.0,8.0,150.0,45.0,45.0,45.0,45.0,45.0,150.0,340.0,193.0
152,17.608709675590983,17.608709675590983,55.16330641733094,0.0,6.260903221418362,94.799266083003,220.65322566932377,220.65322566932377,26.087096755909837,94.799266083003,17.608709675590983,76.0,76.0,17.608709675590983,76.0,76.0,55.16330641733094,55.16330641733094,120.47870961891147,120.47870961891147,6.260903221418362,6.260903221418362,6.260903221418362,6.260903221418362,94.799266083003,26.087096755909837,26.087096755909837,26.087096755909837,26.087096755909837,50.0,146.03266128346618,224.45725796852665,197.0
153,17.87298207995148,19.202368279981805,60.11841399909025,0.0,7.214209679890831,104.48332439884766,240.473655996361,240.473655996361,28.729820799514805,101.45232386277851,17.87298207995148,76.0,43.6693276152625,20.0,43.6693276152625,76.0,60.11841399909025,60.11841399909025,146.48332439884766,128.93542655844738,12.0,12.0,12.0,12.0,101.45232386277851,30.856838719563324,33.24973387961791,31.38859319957545,47.34122759993935,31.920347679587582,101.45232386277851,238.33155919745272,128.93542655844738
154,16.0,20.0,25.0,0.0,8.0,75.0,200.0,200.0,30.0,78.0,20.0,76.0,76.0,20.0,76.0,76.0,92.0,92.0,180.0,180.0,12.0,12.0,12.0,12.0,150.0,50.0,50.0,50.0,50.0,50.0,150.0,350.0,180.0
155,17.795797825541054,17.795797825541054,58.67120922889477,0.0,6.709914781298529,99.50921025799603,234.68483691557907,234.68483691557907,27.95797825541054,99.50921025799603,17.795797825541054,42.49612694822402,42.49612694822402,17.795797825541054,42.49612694822402,42.49612694822402,58.67120922889477,58.67120922889477,126.46553041731374,126.46553041731374,6.709914781298529,6.709914781298529,6.709914781298529,6.709914781298529,99.50921025799603,27.95797825541054,27.95797825541054,27.95797825541054,27.95797825541054,27.95797825541054,99.50921025799603,350.0,197.0
156,17.783685025829932,17.783685025829932,58.44409423431124,0.0,6.680844061991838,99.20427052526856,233.77637693724495,233.77637693724495,27.836850258299332,99.20427052526856,17.783685025829932,42.312012392614974,42.312012392614974,17.783685025829932,42.312012392614974,42.312012392614974,58.44409423431124,58.44409423431124,126.07792082655786,126.07792082655786,12.0,12.0,12.0,12.0,99.20427052526856,27.836850258299332,27.836850258299332,27.836850258299332,27.836850258299332,50.0,146.68881884686226,265.22595223799493,197.0
157,18.193839895871395,18.193839895871395,66.13449804758866,0.0,7.665215750091349,109.52991937856238,264.53799219035466,264.53799219035466,31.938398958713957,109.52991937856238,18.193839895871395,48.54636641724521,48.54636641724521,18.193839895871395,48.54636641724521,48.54636641724521,66.13449804758866,66.13449804758866,139.20287666788465,139.20287666788465,7.665215750091349,7.665215750091349,7.665215750091349,7.665215750091349,109.52991937856238,31.938398958713957,31.938398958713957,31.938398958713957,31.938398958713957,31.938398958713957,109.52991937856238,255.17659453324825,139.20287666788465
158,17.977216807695992,17.977216807695992,62.07281514429988,0.0,7.145320338470384,104.07643313374663,248.29126057719952,248.29126057719952,29.77216807695994,104.07643313374663,17.977216807695992,45.253695476979104,45.253695476979104,17.977216807695992,45.253695476979104,45.253695476979104,62.07281514429988,62.07281514429988,132.2709378462718,132.2709378462718,7.145320338470384,7.145320338470384,7.145320338470384,7.145320338470384,104.07643313374663,29.77216807695994,29.77216807695994,29.77216807695994,29.77216807695994,50.0,147.41456302886,243.80388240403965,197.0
159,18.086664004525034,18.086664004525034,64.12495008484441,0.0,7.407993610860084,106.83176631391775,256.49980033937766,256.49980033937766,30.866640045250346,106.83176631391775,18.086664004525034,46.91729286878053,46.91729286878053,18.086664004525034,46.91729286878053,46.91729286878053,64.12495008484441,64.12495008484441,135.77324814480113,135.77324814480113,7.407993610860084,7.407993610860084,7.407993610860084,7.407993610860084,106.83176631391775,30.866640045250346,30.866640045250346,30.866640045250346,30.866640045250346,50.0,147.82499001696888,249.54986023756433,139.12158613688229
160,17.977216807695992,17.977216807695992,62.07281514429988,0.0,7.145320338470384,104.07643313374663,248.29126057719952,248.29126057719952,29.77216807695994,104.07643313374663,17.977216807695992,45.253695476979104,45.253695476979104,17.977216807695992,45.253695476979104,45.253695476979104,62.07281514429988,62.07281514429988,132.2709378462718,132.2709378462718,7.145320338470384,7.145320338470384,7.145320338470384,7.145320338470384,104.07643313374663,29.77216807695994,29.77216807695994,29.77216807695994,29.77216807695994,50.0,147.41456302886,243.80388240403965,197.0
161,17.977216807695992,17.977216807695992,62.07281514429988,0.0,7.145320338470384,104.07643313374663,248.29126057719952,248.29126057719952,29.77216807695994,104.07643313374663,17.977216807695992,45.253695476979104,45.253695476979104,17.977216807695992,45.253695476979104,45.253695476979104,62.07281514429988,62.07281514429988,132.2709378462718,132.2709378462718,7.145320338470384,7.145320338470384,7.145320338470384,7.145320338470384,104.07643313374663,29.77216807695994,29.77216807695994,29.77216807695994,29.77216807695994,50.0,147.41456302886,243.80388240403965,197.0
162,18.1597680003659,18.1597680003659,65.49565000686066,0.0,7.583443200878163,108.67215940921156,261.98260002744263,261.98260002744263,31.59768000365901,108.67215940921156,18.1597680003659,48.0284736055617,48.0284736055617,18.1597680003659,48.0284736055617,48.0284736055617,65.49565000686066,65.49565000686066,138.11257601170882,138.11257601170882,7.583443200878163,7.583443200878163,7.583443200878163,7.583443200878163,108.67215940921156,31.59768000365901,31.59768000365901,31.59768000365901,31.59768000365901,31.59768000365901,108.67215940921156,253.3878200192098,179.96865284338642
163,18.129368451670473,18.129368451670473,64.92565846882138,0.0,7.510484284009136,107.90685077080417,259.7026338752855,259.7026338752855,31.293684516704733,107.90685077080417,18.129368451670473,47.5664004653912,47.5664004653912,18.129368451670473,47.5664004653912,47.5664004653912,64.92565846882138,64.92565846882138,137.13979045345513,137.13979045345513,7.510484284009136,7.510484284009136,7.510484284009136,7.510484284009136,107.90685077080417,31.293684516704733,31.293684516704733,31.293684516704733,31.293684516704733,31.293684516704733,107.90685077080417,251.79184371269986,197.0
164,18.120983729356134,18.120983729356134,64.76844492542747,0.0,7.490360950454717,107.69576538654063,259.0737797017099,259.0737797017099,31.20983729356132,107.69576538654063,18.120983729356134,47.4389526862132,47.4389526862132,18.120983729356134,47.4389526862132,47.4389526862132,64.76844492542747,64.76844492542747,136.87147933939622,136.87147933939622,7.490360950454717,7.490360950454717,7.490360950454717,7.490360950454717,107.69576538654063,31.20983729356132,31.20983729356132,31.20983729356132,31.20983729356132,31.20983729356132,107.69576538654063,256.04918646780663,197.0
165,17.338557831133773,17.338557831133773,51.428680418191334,0.0,6.677115662267543,87.9981933987927,233.65986444586073,233.65986444586073,30.039183733503286,87.9981933987927,17.338557831133773,45.39341505803837,45.39341505803837,17.338557831133773,45.39341505803837,45.39341505803837,80.03918373350328,80.03918373350328,132.46002740499398,132.46002740499398,12.0,12.0,12.0,12.0,155.0,50.0,50.0,50.0,50.0,50.0,155.0,216.92789155668856,132.46002740499398
166,18.14518847822161,18.14518847822161,65.2222839666552,0.0,7.548452347731864,108.30511993922903,260.8891358666208,260.8891358666208,31.4518847822161,108.30511993922903,18.14518847822161,47.806864868968475,47.806864868968475,18.14518847822161,47.806864868968475,47.806864868968475,65.2222839666552,65.2222839666552,137.64603130309152,137.64603130309152,7.548452347731864,7.548452347731864,7.548452347731864,7.548452347731864,108.30511993922903,31.4518847822161,31.4518847822161,31.4518847822161,31.4518847822161,50.0,148.04445679333105,252.62239510663454,137.64603130309152
167,18.143284834089485,18.143284834089485,65.18659063917787,0.0,7.543883601814766,108.2571956982028,260.74636255671146,260.74636255671146,31.43284834089486,108.2571956982028,18.143284834089485,47.77792947816019,47.77792947816019,18.143284834089485,47.77792947816019,47.77792947816019,65.18659063917787,65.18659063917787,137.58511469086355,137.58511469086355,7.543883601814766,7.543883601814766,7.543883601814766,7.543883601814766,108.2571956982028,31.43284834089486,31.43284834089486,31.43284834089486,31.43284834089486,31.43284834089486,108.2571956982028,252.52245378969803,197.0
168,18.214666314766387,18.214666314766387,66.52499340186974,0.0,7.7151991554393256,110.05422447424377,266.09997360747894,266.09997360747894,32.14666314766386,110.05422447424377,18.214666314766387,48.86292798444906,48.86292798444906,18.214666314766387,48.86292798444906,48.86292798444906,66.52499340186974,66.52499340186974,139.86932207252437,139.86932207252437,12.0,12.0,12.0,12.0,110.05422447424377,32.14666314766386,32.14666314766386,32.14666314766386,32.14666314766386,32.14666314766386,110.05422447424377,256.26998152523527,139.86932207252437
169,17.917676565506223,20.0,60.956435603241715,0.0,7.00242375721494,102.57750753661921,243.82574241296686,243.82574241296686,29.176765655062248,102.57750753661921,17.917676565506223,44.34868379569461,44.34868379569461,17.917676565506223,44.34868379569461,44.34868379569461,60.956435603241715,60.956435603241715,130.3656500961992,130.3656500961992,7.00242375721494,12.0,12.0,12.0,102.57750753661921,29.176765655062248,29.176765655062248,29.176765655062248,29.176765655062248,29.176765655062248,102.57750753661921,350.0,197.0
170,18.07409001032801,18.07409001032801,63.889187693650214,0.0,7.3778160247872275,106.51521601000769,255.55675077460086,255.55675077460086,30.740900103280115,106.51521601000769,18.07409001032801,46.72616815698577,46.72616815698577,18.07409001032801,46.72616815698577,46.72616815698577,63.889187693650214,63.889187693650214,135.37088033049636,135.37088033049636,7.3778160247872275,7.3778160247872275,7.3778160247872275,7.3778160247872275,106.51521601000769,30.740900103280115,30.740900103280115,30.740900103280115,30.740900103280115,50.0,147.77783753873004,248.8897255422206,197.0
171,18.280338792252785,18.280338792252785,67.75635235473968,0.0,7.872813101406679,111.70752909496382,271.0254094189587,271.0254094189587,32.80338792252783,111.70752909496382,18.280338792252785,49.861149642242296,49.861149642242296,18.280338792252785,49.861149642242296,49.861149642242296,67.75635235473968,67.75635235473968,141.97084135208905,141.97084135208905,7.872813101406679,7.872813101406679,7.872813101406679,7.872813101406679,111.70752909496382,32.80338792252783,32.80338792252783,32.80338792252783,32.80338792252783,32.80338792252783,111.70752909496382,259.7177865932711,141.97084135208905
172,19.0,19.0,95.0,0.0,11.0,150.0,390.0,390.0,45.0,150.0,19.0,73.0,73.0,19.0,73.0,73.0,98.0,98.0,192.0,192.0,11.0,11.0,11.0,11.0,150.0,47.0,47.0,47.0,47.0,47.0,150.0,340.0,192.0
173,17.95488082271428,17.95488082271428,67.27809316342845,0.0,6.27366630359998,110.00737809971413,252.75141923542807,252.75141923542807,29.548808227142786,110.00737809971413,17.95488082271428,50.640522201657056,50.640522201657056,17.95488082271428,50.640522201657056,50.640522201657056,67.27809316342845,67.27809316342845,142.19080604874267,142.19080604874267,6.27366630359998,6.27366630359998,6.27366630359998,6.27366630359998,110.00737809971413,29.548808227142786,29.548808227142786,29.548808227142786,29.548808227142786,45.90976164542856,150.90976164542855,264.1049945539997,150.37128275788555
174,17.330355569362283,17.330355569362283,73.30355569362283,0.0,7.105651877164185,110.50592615603804,266.5177784681141,266.5177784681141,32.20237046241522,110.50592615603804,17.330355569362283,48.41367421674359,48.41367421674359,17.330355569362283,48.41367421674359,48.41367421674359,73.30355569362283,73.30355569362283,146.27675581788336,146.27675581788336,7.105651877164185,7.105651877164185,7.105651877164185,7.105651877164185,110.50592615603804,32.20237046241522,32.20237046241522,32.20237046241522,32.20237046241522,32.20237046241522,110.50592615603804,261.0118523120761,146.27675581788336
175,17.352456557365652,17.352456557365652,73.52456557365652,0.0,5.822398633853189,97.63655874292246,241.14739344193913,241.14739344193913,32.349710382437685,97.63655874292246,17.352456557365652,44.22947868838783,44.22947868838783,17.352456557365652,44.22947868838783,44.22947868838783,64.69942076487537,64.69942076487537,155.52181939872855,155.52181939872855,5.822398633853189,5.822398633853189,5.822398633853189,5.822398633853189,97.63655874292246,32.349710382437685,32.349710382437685,32.349710382437685,32.349710382437685,45.58742759560942,148.8223986338532,319.11199316926593,155.52181939872855
176,18.090868309696848,18.090868309696848,64.20378080681589,0.0,7.418083943272434,106.93760969661813,256.81512322726354,256.81512322726354,30.908683096968474,106.93760969661813,18.090868309696848,46.98119830739208,46.98119830739208,18.090868309696848,46.98119830739208,46.98119830739208,64.20378080681589,64.20378080681589,135.9077859102991,135.9077859102991,7.418083943272434,7.418083943272434,7.418083943272434,7.418083943272434,106.93760969661813,30.908683096968474,30.908683096968474,30.908683096968474,30.908683096968474,50.0,147.84075616136317,249.7705862590845,197.0
177,18.011626654604502,18.011626654604502,62.7179997738344,0.0,7.227903971050802,104.94270102966831,250.8719990953376,250.8719990953376,30.11626654604501,104.94270102966831,18.011626654604502,45.776725149988415,45.776725149988415,18.011626654604502,45.776725149988415,45.776725149988415,62.7179997738344,62.7179997738344,133.37205294734406,133.37205294734406,7.227903971050802,7.227903971050802,7.227903971050802,7.227903971050802,104.94270102966831,30.11626654604501,30.11626654604501,30.11626654604501,30.11626654604501,30.11626654604501,104.94270102966831,350.0,197.0
178,18.236204461697127,18.236204461697127,66.92883365682113,0.0,7.766890708073104,110.59644732322516,267.7153346272845,267.7153346272845,32.36204461697127,110.59644732322516,18.236204461697127,49.190307817796324,49.190307817796324,18.236204461697127,49.190307817796324,49.190307817796324,66.92883365682113,66.92883365682113,140.55854277430805,140.55854277430805,7.766890708073104,7.766890708073104,7.766890708073104,7.766890708073104,110.59644732322516,32.36204461697127,32.36204461697127,32.36204461697127,32.36204461697127,32.36204461697127,110.59644732322516,261.8102230848563,171.1603953638629
179,19.0,19.0,66.0,0.0,10.5,148.0,385.0,385.0,45.0,148.0,18.0,72.0,72.0,18.0,72.0,72.0,96.0,96.0,188.0,188.0,10.5,10.5,10.5,10.5,148.0,46.0,46.0,46.0,46.0,46.0,148.0,340.0,188.0
180,19.412375190224573,19.412375190224573,56.51576407661844,0.0,9.649500760898293,99.17564307133449,253.0937975561434,253.0937975561434,44.123751902245736,99.17564307133449,19.412375190224573,43.09301065257611,43.09301065257611,19.412375190224573,43.09301065257611,43.09301065257611,70.61875951122867,70.61875951122867,157.62913774504642,157.62913774504642,9.649500760898293,9.649500760898293,9.649500760898293,9.649500760898293,99.17564307133449,41.1856278533686,41.1856278533686,41.1856278533686,41.1856278533686,41.1856278533686,99.17564307133449,258.9181544848089,157.62913774504642
181,17.44676544076139,17.44676544076139,80.21243216590076,0.0,5.872237057827336,90.72231997116799,208.50740805710424,208.50740805710424,24.4676544076139,90.72231997116799,17.44676544076139,37.19083469957313,37.19083469957313,17.44676544076139,37.19083469957313,37.19083469957313,80.21243216590076,80.21243216590076,197.0,197.0,12.0,12.0,12.0,12.0,90.72231997116799,24.4676544076139,24.4676544076139,24.4676544076139,24.4676544076139,24.4676544076139,90.72231997116799,350.0,197.0
182,18.17370829859837,18.17370829859837,65.75703059871947,0.0,7.61689991663609,109.023106417214,263.02812239487787,263.02812239487787,31.73708298598371,109.023106417214,18.17370829859837,48.24036613869524,48.24036613869524,18.17370829859837,48.24036613869524,48.24036613869524,65.75703059871947,65.75703059871947,138.55866555514785,138.55866555514785,7.61689991663609,7.61689991663609,7.61689991663609,7.61689991663609,109.023106417214,31.73708298598371,31.73708298598371,31.73708298598371,31.73708298598371,50.0,148.15140611974388,254.1196856764145,138.55866555514785
183,18.068674787274656,18.068674787274656,63.787652261399785,0.0,7.3648194894591725,106.37888776963945,255.15060904559914,255.15060904559914,30.686747872746555,106.37888776963945,18.068674787274656,46.64385676657476,46.64385676657476,18.068674787274656,46.64385676657476,46.64385676657476,63.787652261399785,63.787652261399785,135.19759319278896,135.19759319278896,7.3648194894591725,7.3648194894591725,7.3648194894591725,7.3648194894591725,106.37888776963945,30.686747872746555,30.686747872746555,30.686747872746555,30.686747872746555,50.0,147.75753045227995,248.60542633191938,194.10301218091197
184,19.0,19.0,80.0,0.0,10.0,140.0,350.0,350.0,45.0,140.0,19.0,70.0,70.0,19.0,70.0,70.0,90.0,90.0,180.0,180.0,10.0,10.0,10.0,10.0,140.0,45.0,45.0,45.0,45.0,45.0,140.0,340.0,180.0
185,17.91568426653302,20.0,60.9190799974941,0.0,6.997642239679244,102.52735140996874,243.6763199899764,243.6763199899764,29.15684266533019,102.52735140996874,17.91568426653302,44.31840085130188,44.31840085130188,17.91568426653302,44.31840085130188,44.31840085130188,60.9190799974941,60.9190799974941,130.3018965290566,130.3018965290566,6.997642239679244,6.997642239679244,6.997642239679244,6.997642239679244,102.52735140996874,29.15684266533019,29.15684266533019,29.15684266533019,29.15684266533019,29.15684266533019,102.52735140996874,350.0,197.0
186,18.11472200279448,18.11472200279448,64.6510375523965,0.0,7.475332806706751,107.53812642035102,258.604150209586,258.604150209586,31.147220027944797,107.53812642035102,18.11472200279448,47.34377444247609,47.34377444247609,18.11472200279448,47.34377444247609,47.34377444247609,64.6510375523965,64.6510375523965,136.67110408942335,136.67110408942335,7.475332806706751,7.475332806706751,7.475332806706751,7.475332806706751,107.53812642035102,31.147220027944797,31.147220027944797,31.147220027944797,31.147220027944797,31.147220027944797,107.53812642035102,251.02290514671017,197.0
187,18.055099207412617,18.055099207412617,63.53311013898657,0.0,7.332238097790281,106.03712254661264,254.1324405559463,254.1324405559463,30.550992074126174,106.03712254661264,18.055099207412617,46.43750795267178,46.43750795267178,18.055099207412617,46.43750795267178,46.43750795267178,63.53311013898657,63.53311013898657,134.76317463720375,134.76317463720375,7.332238097790281,7.332238097790281,7.332238097790281,7.332238097790281,106.03712254661264,30.550992074126174,30.550992074126174,30.550992074126174,30.550992074126174,50.0,147.70662202779732,247.8927083891624,169.2851637056298
